ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location
1158 065 031418,1158,065,1006 E BIDDLE ST,03/14/2018,Oliver,Eastern,12,"(39.30413578, -76.60329408)"
1163 049 031418,1163,049,1221 N CAROLINE ST,03/14/2018,Oliver,Eastern,12,"(39.30471531, -76.59772219)"
1164B025 030918,1164B,025,1113 N BOND ST,03/09/2018,Gay Street,Eastern,12,"(39.30370687, -76.59627318)"
1164B037 030918,1164B,037,1603 E BIDDLE ST,03/09/2018,Gay Street,Eastern,12,"(39.30403002, -76.59604169)"
1169 018 031418,1169,018,1116 HOMEWOOD AVE,03/14/2018,Johnston Square,Eastern,12,"(39.30321587, -76.60675325)"
1169 019 031418,1169,019,1118 HOMEWOOD AVE,03/14/2018,Johnston Square,Eastern,12,"(39.30325791, -76.60674976)"
1570 085 031418,1570,085,2233 PRENTISS PL,03/14/2018,Middle East,Eastern,13,"(39.30284089, -76.58606929)"
1591 096 031418,1591,096,909 N PORT ST,03/14/2018,Milton-Montford,Eastern,13,"(39.30139872, -76.58298128)"
2177 068 030918,2177,068,309 S FRANKLINTOWN ROAD,03/09/2018,Shipley Hill,Southwestern,9,"(39.28336238, -76.65731785)"
2178 025 031118,2178,025,2617 HAFER ST,03/11/2018,Shipley Hill,Southwestern,9,"(39.28302558, -76.65820421)"
2178 028 030918,2178,028,2611 HAFER ST,03/09/2018,Shipley Hill,Southwestern,9,"(39.28304742, -76.65807205)"
2178 071 031418,2178,071,2652 FREDERICK AVE,03/14/2018,Shipley Hill,Southwestern,9,"(39.28196016, -76.65849813)"
2199B008 030918,2199B,008,265 S HILTON ST,03/09/2018,Carroll-South Hilton,Southwestern,9,"(39.28171244, -76.67180845)"
2199E028 030918,2199E,028,121 S HILTON ST,03/09/2018,Carroll-South Hilton,Southwestern,9,"(39.28443097, -76.67191395)"
3213 016 031318,3213,016,2230 WALBROOK AVE,03/13/2018,Mondawmin,Western,7,"(39.31091405, -76.65371412)"
3213 016A 031418,3213,016A,2232 WALBROOK AVE,03/14/2018,Mondawmin,Western,7,"(39.310912, -76.65376362)"
3227 036 031418,3227,036,2126 N FULTON AVE,03/14/2018,Mondawmin,Western,7,"(39.31260193, -76.64690058)"
3241 024 031416,3241,024,2214 BRYANT AVE,03/14/2016,PARKVIEW/WOODBROOK,WESTERN,7,"(39.31682353, -76.6491423)"
1594 007 031418,1594,007,2712 ASHLAND AVE,03/14/2018,Madison-Eastend,Eastern,13,"(39.30127767, -76.57916233)"
1607 042 031418,1607,042,818 N MONTFORD AVE,03/14/2018,Milton-Montford,Eastern,13,"(39.3004935, -76.58407208)"
1609 025 031418,1609,025,2513 ASHLAND AVE,03/14/2018,Milton-Montford,Eastern,13,"(39.30078907, -76.58198978)"
3311 012 032416,3311,012,4224 PARK HEIGHTS AVE,03/24/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,"(39.3371612, -76.66491026)"
3406 063 031716,3406,063,2525 PENNSYLVANIA AVE,03/17/2016,PENN NORTH,WESTERN,7,"(39.31069749, -76.64285033)"
2110 013 031418,2110,013,2533 ASHTON ST,03/14/2018,Millhill,Southwestern,9,"(39.28007189, -76.65589003)"
3447 037 031616,3447,037,2327 LINDEN AVE,03/16/2016,RESERVOIR HILL,CENTRAL,7,"(39.31373953, -76.63499707)"
2136 026 031518,2136,026,2688 WILKENS AVE,03/15/2018,Millhill,Southwestern,9,"(39.27835992, -76.6584868)"
3825 042 031416,3825,042,2427 BRENTWOOD AVE,03/14/2016,BARCLAY,EASTERN,12,"(39.31694487, -76.61013038)"
2138 039 030918,2138,039,2696 DULANY ST,03/09/2018,Millhill,Southwestern,9,"(39.27942164, -76.65886822)"
2165 035 030918,2165,035,2452 W BALTIMORE ST,03/09/2018,Shipley Hill,Southwestern,9,"(39.28795009, -76.65613172)"
4131 029B 031118,4131,029B,1547 CARSWELL ST,03/11/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32252308, -76.59568874)"
4011B040 031716,4011B,040,2005 KENNEDY AVE,03/17/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31324691, -76.60409167)"
4013A015 032416,4013A,015,1028 E 20TH ST,03/24/2016,EAST BALTIMORE MIDWAY,EASTERN,12,"(39.31295693, -76.60439148)"
4138 033 031418,4138,033,2813 KENNEDY AVE,03/14/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32298368, -76.59363483)"
6344D005 031318,6344D,005,309 IMLA ST,03/13/2018,Bayview,Southeastern,1,"(39.29015798, -76.53892019)"
6444 014 030918,6444,014,3727 FOSTER AVE,03/09/2018,Brewers Hill,Southeastern,1,"(39.28445714, -76.56528835)"
6694E038 030918,6694E,038,837 TOLNA ST,03/09/2018,Greektown,Southeastern,1,"(39.28331319, -76.55079434)"
7229 019 031118,7229,019,4113 GRACE CT,03/11/2018,Curtis Bay,Southern,10,"(39.22798267, -76.58745643)"
7245 061 031418,7245,061,3728 SAINT MARGARET ST,03/14/2018,Brooklyn,Southern,10,"(39.23265637, -76.5959253)"
4131 011 032116,4131,011,1532 GORSUCH AVE,03/21/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.3223274, -76.59599805)"
4178E035 032116,4178E,035,3234 LYNDALE AVE,03/21/2016,Four By Four,Notheastern,13,"(39.31661792, -76.57735883)"
4179S071 031716,4179S,071,4101 CHESTERFIELD AVE,03/17/2016,Belair-Edison,Notheastern,13,"(39.31500631, -76.56185699)"
2543 016 030918,2543,016,4212 MASSACHUSETTS AVE,03/09/2018,Irvington,Southwestern,8,"(39.28362448, -76.68608057)"
2546 004 030918,2546,004,4218 VERMONT AVE,03/09/2018,Irvington,Southwestern,8,"(39.28620727, -76.68632216)"
4544C017 031416,4544C,017,3613 HAYWARD AVE,03/14/2016,ARLINGTON,NORTHWESTERN,5,"(39.34770543, -76.68176963)"
2727 011 030918,2727,011,3606 GARRISON BLVD,03/09/2018,Dorchester,Northwestern,6,"(39.33027373, -76.68285807)"
4626 015 032216,4626,015,3127 SUMTER AVE,03/22/2016,CENTRAL PARK HEIGHTS,NORTHWESTERN,6,"(39.34192453, -76.66732567)"
0021 003 071814,0021,003,1506 N MOUNT ST,07/18/2014,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30578251, -76.64503094)"
0021 020 042915,0021,020,1701 BAKER ST,04/29/2015,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30651272, -76.64494139)"
0021 021 050115,0021,021,1703 BAKER ST,05/01/2015,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30651089, -76.64498928)"
0021 039 051206,0021,039,1549 N FULTON AVE,05/12/2006,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30625545, -76.64590203)"
0021 040 071509,0021,040,1547 N FULTON AVE,07/15/2009,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30622154, -76.64589982)"
0021 042 112112,0021,042,1543 N FULTON AVE,11/21/2012,SANDTOWN-WINCHESTER,WESTERN,7,"(39.30615308, -76.6458954)"
2834 013 030918,2834,013,2611 CHELSEA TERR,03/09/2018,Garwyn Oaks,Northwestern,6,"(39.31781588, -76.68128302)"
2841 004 031518,2841,004,2806 GARRISON BLVD,03/15/2018,Garwyn Oaks,Northwestern,6,"(39.32006116, -76.67750973)"
2880B004 030918,2880B,004,3807 CLIFTON AVE,03/09/2018,Fairmont,Southwestern,7,"(39.310389, -76.68199412)"
3941B016 031418,3941B,016,2030 E 31ST ST,03/14/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32661567, -76.58613047)"
4005 068 031018,4005,068,1907 KENNEDY AVE,03/10/2018,East Baltimore Midway,Eastern,12,"(39.31227344, -76.60393321)"
4010P003 031018,4010P,003,804 BONAPARTE AVE,03/10/2018,East Baltimore Midway,Eastern,12,"(39.31718566, -76.60271218)"
4166 012 031018,4166,012,1605 E 25TH ST,03/10/2018,Darley Park,Eastern,14,"(39.31630257, -76.59497208)"
4166C027 031018,4166C,027,1702 NORMAL AVE,03/10/2018,Darley Park,Eastern,14,"(39.31569303, -76.59379244)"
5086 020 031118,5086,020,400 E LAKE AVE,03/11/2018,Cedarcroft,Northern,4,"(39.36796149, -76.61315845)"
6156 029 031318,6156,029,505 N EAST AVE,03/13/2018,Ellwood Park/Monument,Southeastern,13,"(39.29729618, -76.57190433)"
6159 005 031318,6159,005,309 LONEYS LANE,03/13/2018,Ellwood Park/Monument,Southeastern,13,"(39.29606815, -76.57235755)"
7419D026 031416,7419D,026,2103 SIDNEY AVE,03/14/2016,WESTPORT,SOUTHERN,10,"(39.26454148, -76.63176232)"
6159A011 031318,6159A,011,427 N BOULDIN ST,03/13/2018,Ellwood Park/Monument,Southeastern,13,"(39.2964779, -76.57111135)"
7898 014 031616,7898,014,2034 MAISEL ST,03/16/2016,SAINT PAUL,SOUTHERN,10,"(39.26773084, -76.64491188)"
6285 023 030918,6285,023,3801 MOUNT PLEASANT AVE,03/09/2018,Baltimore Highlands,Southeastern,2,"(39.29078469, -76.56519619)"
7223 012 030918,7223,012,1507 HAZEL ST,03/09/2018,Curtis Bay,Southern,10,"(39.22577491, -76.58947693)"
7228 033 031118,7228,033,4214 GRACE CT,03/11/2018,Curtis Bay,Southern,10,"(39.22717199, -76.58761566)"
5911B002 032416,5911B,002,3203 KENTUCKY AVE,03/24/2016,Belair-Edison,Notheastern,13,"(39.3225001, -76.56923031)"
0003 001 040816,0003,001,1800 N FULTON AVE,04/08/2016,SANDTOWN-WINCHESTER,WESTERN,7,"(39.3089469, -76.64671212)"
3327F092 030918,3327F,092,3643 COTTAGE AVE,03/09/2018,Park Circle,Northwestern,6,"(39.33080454, -76.6579852)"
3350E028 031418,3350E,028,3015 WYLIE AVE,03/14/2018,Parklane,Northern,6,"(39.34163175, -76.66537571)"
0019 068 041116,0019,068,1516 N MONROE ST,04/11/2016,EASTERWOOD,WESTERN,7,"(39.30573033, -76.64818861)"
0082 056 042016,0082,056,801 N BRICE ST,04/20/2016,MIDTOWN-EDMONDSON,WESTERN,9,"(39.29781563, -76.6497414)"
4275 001 030918,4275,001,6503 ARMSTRONG AVE,03/09/2018,Reisterstown Station,Northwestern,5,"(39.35223292, -76.70795425)"
0108 046 042816,0108,046,1816 EDMONDSON AVE,04/28/2016,HARLEM PARK,WESTERN,9,"(39.29538042, -76.64664796)"
0108 076 041516,0108,076,1825 ARUNAH AVE,04/15/2016,HARLEM PARK,WESTERN,9,"(39.29561665, -76.64685785)"
4429B002 030918,4429B,002,3804 W ROGERS AVE,03/09/2018,Arlington,Northwestern,5,"(39.35040765, -76.68640842)"
4459 005 030918,4459,005,5705 WINNER AVE,03/09/2018,Glen,Northwestern,5,"(39.35594013, -76.68020771)"
0117 006 041516,0117,006,510 N PULASKI ST,04/15/2016,MIDTOWN-EDMONDSON,WESTERN,9,"(39.29398855, -76.65064574)"
0129 113 041516,0129,113,912 BENNETT PL,04/15/2016,HARLEM PARK,WESTERN,9,"(39.29517361, -76.63276258)"
4529 036 030918,4529,036,3315 W ROGERS AVE,03/09/2018,Pimlico Good Neighbors,Northwestern,5,"(39.35300153, -76.68052211)"
0149 014 041416,0149,014,326 N MOUNT ST,04/14/2016,FRANKLIN SQUARE,WESTERN,9,"(39.29269773, -76.64426886)"
0151 015 042916,0151,015,329 N GILMOR ST,04/29/2016,FRANKLIN SQUARE,WESTERN,9,"(39.29288194, -76.64235071)"
0152 026 042216,0152,026,1423 W MULBERRY ST,04/22/2016,FRANKLIN SQUARE,WESTERN,9,"(39.2929171, -76.64061344)"
0154 044 042216,0154,044,1213 W MULBERRY ST,04/22/2016,POPPLETON,WESTERN,9,"(39.29300931, -76.63774765)"
4536A032 030918,4536A,032,5317 HAMLIN AVE,03/09/2018,Pimlico Good Neighbors,Northwestern,5,"(39.3508122, -76.67901532)"
6987 011 030918,6987,011,6560 SAINT HELENA AVE,03/09/2018,Saint Helena,Southeastern,1,"(39.26018468, -76.53052174)"
0194 068 042216,0194,068,17 N BRUCE ST,04/22/2016,FRANKLIN SQUARE,WESTERN,9,"(39.28874565, -76.64439938)"
7087 012 031118,7087,012,823 E PATAPSCO AVE,03/11/2018,Brooklyn,Southern,10,"(39.23478696, -76.59828103)"
0204 070 042116,0204,070,2221 BOOTH ST,04/21/2016,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28729605, -76.65228957)"
7094 018 031118,7094,018,3706 7TH ST,03/11/2018,Brooklyn,Southern,10,"(39.23449858, -76.60177621)"
0222 036 042616,0222,036,2152 BOYD ST,04/26/2016,BOYD-BOOTH,SOUTHWESTERN,9,"(39.28655526, -76.651457)"
0265 055 040116,0265,055,1314 MCHENRY ST,04/01/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28471497, -76.63835145)"
0265 068 040716,0265,068,216 S CAREY ST,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28499357, -76.63818742)"
0273 030 050616,0273,030,2010 RAMSAY ST,05/06/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.28322755, -76.6490279)"
0275 120 041516,0275,120,1833 WILHELM ST,04/15/2016,CARROLLTON RIDGE,SOUTHERN,9,"(39.28357759, -76.64607915)"
0276 029 040716,0276,029,337 S FULTON AVE,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28360334, -76.64470408)"
5215 018 031118,5215,018,610 RICHWOOD AVE,03/11/2018,Richnor Springs,Northern,4,"(39.34692997, -76.60709977)"
2322 029 041216,2322,029,2210 PRESSTMAN ST,04/12/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30527948, -76.65285795)"
2348 006 032816,2348,006,2310 EDMONDSON AVE,03/28/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29508507, -76.65369151)"
2362 008 041516,2362,008,2528 EDMONDSON AVE,04/15/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29495483, -76.65727253)"
2400 014 040516,2400,014,1803 BRADDISH AVE,04/05/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.3084803, -76.66079512)"
7654B009A 031418,7654B,009A,1101 HAVERHILL ROAD,03/14/2018,Violetville,Southwestern,10,"(39.26853066, -76.67736614)"
2404 037C 041116,2404,037C,2706 BAKER ST,04/11/2016,COPPIN HEIGHTS/ASH-CO-EAST,WESTERN,7,"(39.30632074, -76.6611588)"
7805B001 030918,7805B,001,1701 SPENCE ST,03/09/2018,Morrell Park,Southwestern,10,"(39.26988974, -76.65201015)"
2734 016 040416,2734,016,3911 LIBERTY HEIGHTS AVE,04/04/2016,CENTRAL FOREST PARK,NORTHWESTERN,6,"(39.32747917, -76.68414697)"
2738 010 033016,2738,010,3312 OAKFIELD AVE,03/30/2016,CENTRAL FOREST PARK,NORTHWESTERN,6,"(39.3257185, -76.68683828)"
2814 026 050516,2814,026,3610 WINDSOR MILL ROAD,05/05/2016,MOUNT HOLLY,SOUTHWESTERN,7,"(39.31278926, -76.67961904)"
2849B002 040816,2849B,002,2902 HAVERFORD ROAD,04/08/2016,WINDSOR HILLS,NORTHWESTERN,6,"(39.31870332, -76.6877758)"
2880 011 041216,2880,011,3706 NORTONIA ROAD,04/12/2016,FAIRMONT,SOUTHWESTERN,7,"(39.30876452, -76.68080029)"
3002 019 033016,3002,019,3115 WALBROOK AVE,03/30/2016,WALBROOK,SOUTHWESTERN,7,"(39.30977953, -76.66999949)"
3024 034 042516,3024,034,2848 CLIFTON AVE,04/25/2016,PANWAY/BRADDISH AVENUE,WESTERN,7,"(39.3115999, -76.66572394)"
3061A004 040616,3061A,004,3340 PIEDMONT AVE,04/06/2016,HANLON-LONGWOOD,NORTHWESTERN,7,"(39.31649632, -76.67441357)"
3061A004A 040616,3061A,004A,3338 PIEDMONT AVE,04/06/2016,HANLON-LONGWOOD,NORTHWESTERN,7,"(39.31649816, -76.67434522)"
0279 087 040716,0279,087,324 S PARRISH ST,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28373364, -76.64158819)"
7133 022 031418,7133,022,4122 AUDREY AVE,03/14/2018,Brooklyn,Southern,10,"(39.23022701, -76.60418199)"
7183 040 030918,7183,040,5014 CURTIS AVE,03/09/2018,Curtis Bay,Southern,10,"(39.22058941, -76.58667785)"
0328 041 040416,0328,041,539 ROBERT ST,04/04/2016,DRUID HEIGHTS,CENTRAL,11,"(39.30587125, -76.6351795)"
0377 015 040616,0377,015,1430 MCCULLOH ST,04/06/2016,UPTON,CENTRAL,11,"(39.30380096, -76.62977548)"
0391 045 033116,0391,045,231 E NORTH AVE,03/31/2016,GREENMOUNT WEST,EASTERN,12,"(39.31086903, -76.61257977)"
0392 007 042716,0392,007,1312 MYRTLE AVE,04/27/2016,UPTON,CENTRAL,11,"(39.29899658, -76.63297647)"
0708 103 040716,0708,103,407 S PARRISH ST,04/07/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28293103, -76.64117073)"
0709 018 042516,0709,018,412 S CALHOUN ST,04/25/2016,NEW SOUTHWEST/MOUNT CLARE,SOUTHERN,9,"(39.28300864, -76.63948115)"
0758 080 042216,0758,080,914 S CAREY ST,04/22/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,"(39.28174038, -76.63713404)"
0801 055 042216,0801,055,1143 NANTICOKE ST,04/22/2016,WASHINGTON VILLAGE/PIGTOWN,SOUTHERN,10,"(39.28031992, -76.63103961)"
0049 041 091510,0049,041,1112 APPLETON ST,09/15/2010,BRIDGEVIEW/GREENLAWN,WESTERN,9,"(39.30155464, -76.64894948)"
1096 006 050616,1096,006,428 E LAFAYETTE AVE,05/06/2016,GREENMOUNT WEST,EASTERN,12,"(39.31027783, -76.60984567)"
1096 036 040816,1096,036,411 E NORTH AVE,04/08/2016,GREENMOUNT WEST,EASTERN,12,"(39.31103184, -76.61050714)"
1102 011 041316,1102,011,1821 N BOND ST,04/13/2016,OLIVER,EASTERN,12,"(39.31112489, -76.59673261)"
1108 061 041016,1108,061,1700 N DALLAS ST,04/10/2016,OLIVER,EASTERN,12,"(39.3098247, -76.59776059)"
1109 005 041316,1109,005,1737 N BOND ST,04/13/2016,OLIVER,EASTERN,12,"(39.31030866, -76.5966856)"
1109 070 042216,1109,070,1609 E LAFAYETTE AVE,04/22/2016,OLIVER,EASTERN,12,"(39.31041117, -76.59629156)"
7863 006 030918,7863,006,1950 SPONSON ST,03/09/2018,Morrell Park,Southwestern,10,"(39.26349672, -76.65277132)"
1111 059 042216,1111,059,407 PITMAN PL,04/22/2016,GREENMOUNT WEST,EASTERN,12,"(39.30829551, -76.6104507)"
1121 014 042216,1121,014,1526 HOLBROOK ST,04/22/2016,OLIVER,EASTERN,12,"(39.30772403, -76.60340306)"
1125 011 042916,1125,011,1424 E OLIVER ST,04/29/2016,OLIVER,EASTERN,12,"(39.30750494, -76.59874573)"
1132 017 042216,1132,017,1420 AISQUITH ST,04/22/2016,OLIVER,EASTERN,12,"(39.30657804, -76.60256521)"
1138 032 042216,1138,032,1627 E OLIVER ST,04/22/2016,OLIVER,EASTERN,12,"(39.30725606, -76.59557684)"
1143 036 041416,1143,036,1302 VALLEY ST,04/14/2016,JOHNSTON SQUARE,EASTERN,12,"(39.3055219, -76.6053972)"
1145 057 050416,1145,057,1319 ENSOR ST,05/04/2016,OLIVER,EASTERN,12,"(39.30563919, -76.60338443)"
1148 005 042216,1148,005,1309 N CENTRAL AVE,04/22/2016,OLIVER,EASTERN,12,"(39.30544275, -76.60024885)"
1148 008 042216,1148,008,1315 N CENTRAL AVE,04/22/2016,OLIVER,EASTERN,12,"(39.305588, -76.60025804)"
6158A008 050616,6158A,008,515 N CLINTON ST,05/06/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.29755889, -76.57044181)"
6122 074 040516,6122,074,4629 BOWLEYS LANE,04/05/2016,Parkside,Notheastern,2,"(39.32449427, -76.55442193)"
1548 036 040716,1548,036,1721 E BIDDLE ST,04/07/2016,MIDDLE EAST,EASTERN,12,"(39.30414916, -76.59307054)"
0058 091 031918,0058,091,1024 APPLETON ST,03/19/2018,Midtown-Edmondson,Western,9,"(39.30056971, -76.64873274)"
0065 034 031618,0065,034,1037 N CAREY ST,03/16/2018,Sandtown-Winchester,Western,9,"(39.30097781, -76.63853896)"
1556 048 041016,1556,048,2510 E CHASE ST,04/10/2016,BIDDLE STREET,EASTERN,13,"(39.30390892, -76.58181365)"
0276 018 031618,0276,018,315 S FULTON AVE,03/16/2018,New Southwest/Mount Clare,Southern,9,"(39.28396539, -76.64472516)"
1573 012 040916,1573,012,1039 N MILTON AVE,04/09/2016,BIDDLE STREET,EASTERN,13,"(39.30328948, -76.58233243)"
4071 062F 032118,4071,062F,2715 BOONE ST,03/21/2018,Better Waverly,Northern,14,"(39.32145912, -76.60840712)"
1590 009 040416,1590,009,917 N PATTERSON PARK AVE,04/04/2016,MILTON-MONTFORD,EASTERN,13,"(39.30127766, -76.58503241)"
7841 013 031618,7841,013,2431 WASHINGTON BLVD,03/16/2018,Morrell Park,Southwestern,10,"(39.26742046, -76.65121291)"
1592 061 040416,1592,061,915 N ROSE ST,04/04/2016,MILTON-MONTFORD,EASTERN,13,"(39.30156182, -76.58155944)"
1606 001 042016,1606,001,803 N COLLINGTON AVE,04/20/2016,MIDDLE EAST,EASTERN,13,"(39.29988467, -76.5864891)"
1607 010 040416,1607,010,819 N PATTERSON PARK AVE,04/04/2016,MILTON-MONTFORD,EASTERN,13,"(39.30025467, -76.58496784)"
1612 058 040616,1612,058,814 N LINWOOD AVE,04/06/2016,MADISON-EASTEND,EASTERN,13,"(39.30049055, -76.57698665)"
1613 022 042216,1613,022,2920 E MADISON ST,04/22/2016,MADISON-EASTEND,EASTERN,13,"(39.30034297, -76.57611626)"
1623 012 042516,1623,012,2329 E MADISON ST,04/25/2016,MILTON-MONTFORD,EASTERN,13,"(39.29965944, -76.58396869)"
1623 028 042516,1623,028,743 N PATTERSON PARK AVE,04/25/2016,MILTON-MONTFORD,EASTERN,13,"(39.29965149, -76.58492426)"
1624 006 050216,1624,006,2410 E MONUMENT ST,05/02/2016,MILTON-MONTFORD,EASTERN,13,"(39.29898449, -76.58334552)"
1626 073 042916,1626,073,708 N GLOVER ST,04/29/2016,MADISON-EASTEND,EASTERN,13,"(39.29937993, -76.58039225)"
1629 029 040516,1629,029,2924 E MONUMENT ST,04/05/2016,MADISON-EASTEND,EASTERN,13,"(39.29928737, -76.57581212)"
1642 083 033016,1642,083,626 N GLOVER ST,03/30/2016,MCELDERRY PARK,SOUTHEASTERN,13,"(39.2985928, -76.58033985)"
1644 047 040716,1644,047,628 N STREEPER ST,04/07/2016,MCELDERRY PARK,SOUTHEASTERN,13,"(39.2985287, -76.57750443)"
0013A022 031618,0013A,022,1630 MCKEAN AVE,03/16/2018,Sandtown-Winchester,Western,7,"(39.30752579, -76.64745067)"
1653 028 050416,1653,028,522 N PATTERSON PARK AVE,05/04/2016,CARE,EASTERN,13,"(39.29714082, -76.58525308)"
1653 034 041116,1653,034,2251 MCELDERRY ST,04/11/2016,CARE,EASTERN,13,"(39.29742222, -76.5852431)"
0020 090 031618,0020,090,1524 MCKEAN AVE,03/16/2018,Sandtown-Winchester,Western,7,"(39.30571205, -76.64733747)"
0164 068 032118,0164,068,257 N BRUCE ST,03/21/2018,Franklin Square,Western,9,"(39.29187596, -76.64449652)"
0178 076 031818,0178,076,1831 VINE ST,03/18/2018,Franklin Square,Western,9,"(39.28993861, -76.64646184)"
0179 069 031618,0179,069,1711 VINE ST,03/16/2018,Franklin Square,Western,9,"(39.28999735, -76.64442592)"
1655 039 042516,1655,039,540 N MILTON AVE,04/25/2016,MCELDERRY PARK,SOUTHEASTERN,13,"(39.29761467, -76.58248129)"
0184 020 031618,0184,020,108 N CARROLLTON AVE,03/16/2018,Poppleton,Western,9,"(39.29044597, -76.63710331)"
1660 025 050316,1660,025,2931 MCELDERRY ST,05/03/2016,ELLWOOD PARK/MONUMENT,SOUTHEASTERN,13,"(39.2978148, -76.57546308)"
0185 064 031618,0185,064,1111 W LEXINGTON ST,03/16/2018,Poppleton,Western,9,"(39.29074802, -76.6364821)"
0193 075 031718,0193,075,1829 W FAIRMOUNT AVE,03/17/2018,Franklin Square,Western,9,"(39.28875127, -76.64624755)"
0758 083 031818,0758,083,1300 GLYNDON AVE,03/18/2018,Washington Village/Pigtown,Southern,10,"(39.28164241, -76.63724284)"
0767 110 031618,0767,110,1343 SARGEANT ST,03/16/2018,Washington Village/Pigtown,Southern,10,"(39.28018994, -76.63666297)"
0768 049 031618,0768,049,1111 S CAREY ST,03/16/2018,Washington Village/Pigtown,Southern,10,"(39.28131226, -76.63590092)"
0778 002 031618,0778,002,1303 WASHINGTON BLVD,03/16/2018,Washington Village/Pigtown,Southern,10,"(39.28041394, -76.6353557)"
0778 034 031618,0778,034,1340 CARROLL ST,03/16/2018,Washington Village/Pigtown,Southern,10,"(39.27935751, -76.63522348)"
1158 003 032218,1158,003,1205 ENSOR ST,03/22/2018,Oliver,Eastern,12,"(39.30434138, -76.60333717)"
1164A002 032118,1164A,002,1602 E BIDDLE ST,03/21/2018,Oliver,Eastern,12,"(39.30443335, -76.59603289)"
1570 038 032118,1570,038,1012 N PATTERSON PARK AVE,03/21/2018,Middle East,Eastern,13,"(39.30271263, -76.58561126)"
3100D026 031618,3100D,026,3246 SEQUOIA AVE,03/16/2018,East Arlington,Northwestern,7,"(39.32909795, -76.66882649)"
2165 022 050316,2165,022,17 N CATHERINE ST,05/03/2016,SHIPLEY HILL,SOUTHWESTERN,9,"(39.28839577, -76.65628533)"
3168 004 031618,3168,004,3506 REISTERSTOWN ROAD,03/16/2018,Park Circle,Northwestern,6,"(39.32779153, -76.6598013)"
2201 036 050416,2201,036,2324 LAURETTA AVE,05/04/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29428598, -76.65393471)"
2213B026D 040116,2213B,026D,2609 EDMONDSON AVE,04/01/2016,ROSEMONT HOMEOWNERS/TENANTS,WESTERN,9,"(39.29432942, -76.65978202)"
2230L052 033016,2230L,052,14 S MOUNT OLIVET LANE,03/30/2016,CARROLL-SOUTH HILTON,SOUTHWESTERN,9,"(39.28547888, -76.66839978)"
2243B043 042216,2243B,043,144 PALORMO AVE,04/22/2016,SAINT JOSEPHS,SOUTHWESTERN,8,"(39.28346594, -76.6753731)"
3342A008 031618,3342A,008,2471 SHIRLEY AVE,03/16/2018,Greenspring,Northern,6,"(39.33554603, -76.65912532)"
3347F006 031618,3347F,006,2610 PARK HEIGHTS TERR,03/16/2018,Greenspring,Northern,6,"(39.33870014, -76.66199076)"
2284 015 033116,2284,015,506 N EDGEWOOD ST,03/31/2016,ALLENDALE,SOUTHWESTERN,8,"(39.29299147, -76.67574181)"
3347F025 031618,3347F,025,2643 LOYOLA NORTHWAY ,03/16/2018,Greenspring,Northern,6,"(39.33859777, -76.66302762)"
